Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
CHEMBL3982506,CN(CCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C,C23H31FN6O2,442.53,32,12,0.52,7,6,2,132.42,84.57,3.50,1.20,0.26,1.95,3.11,2.00,-3.16,3.10e-01,7.00e-04,Soluble,-2.57,1.18e+00,2.68e-03,Soluble,-6.18,2.95e-04,6.67e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.15,0,1,0,0,0,0.55,0,0,1,3.83
CHEMBL3964882,CN1CCCCC1CN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)C,C24H32N4O2,408.54,30,12,0.54,6,4,1,123.18,69.30,3.54,3.00,2.41,3.10,4.37,3.29,-4.16,2.81e-02,6.87e-05,Moderately soluble,-4.12,3.10e-02,7.59e-05,Moderately soluble,-6.46,1.41e-04,3.44e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.66,0,0,0,0,0,0.55,0,0,1,4.04
CHEMBL3900558,CN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCc1ccccn1,C24H26N4O2,402.49,30,18,0.33,7,4,1,116.73,78.95,2.74,2.97,2.95,2.88,5.11,3.33,-4.19,2.61e-02,6.48e-05,Moderately soluble,-4.29,2.06e-02,5.12e-05,Moderately soluble,-8.14,2.94e-06,7.29e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.65,0,0,0,0,0,0.55,0,0,1,3.40
CHEMBL3892771,CN1CC(C1)NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C20H24N4O2,352.43,26,12,0.45,5,4,2,103.86,78.09,3.15,1.75,0.90,2.23,3.57,2.32,-3.14,2.56e-01,7.26e-04,Soluble,-3.01,3.47e-01,9.84e-04,Soluble,-5.87,4.72e-04,1.34e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-7.21,0,0,0,0,0,0.55,0,0,1,3.17
CHEMBL3890145,CN(Cc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CC1CCN(C1)C,C23H31FN4O,398.52,29,12,0.57,6,5,1,117.91,52.23,3.78,2.95,2.65,3.48,5.01,3.58,-4.08,3.32e-02,8.33e-05,Moderately soluble,-3.71,7.78e-02,1.95e-04,Soluble,-6.93,4.70e-05,1.18e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.64,0,0,0,0,0,0.55,0,0,1,4.13
CHEMBL3960812,CN1CCC(CC1)CNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C23H30N4O2,394.51,29,12,0.52,6,4,2,118.28,78.09,3.31,2.65,1.93,2.89,4.43,3.04,-3.87,5.38e-02,1.36e-04,Soluble,-3.94,4.52e-02,1.15e-04,Soluble,-6.80,6.21e-05,1.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.83,0,0,0,0,0,0.55,0,0,1,3.49
CHEMBL3953380,CN1CCCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H27FN4O2,398.47,29,12,0.50,4,5,1,117.44,69.30,3.04,2.32,1.81,3.05,4.35,2.92,-3.81,6.11e-02,1.53e-04,Soluble,-3.41,1.54e-01,3.86e-04,Soluble,-6.19,2.57e-04,6.46e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,No,-7.08,0,0,0,0,0,0.55,0,0,1,3.50
CHEMBL3972582,CN1CCCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H26FN5O2,399.46,29,12,0.48,4,5,2,119.91,81.33,2.89,1.52,0.72,2.30,3.40,2.17,-3.32,1.93e-01,4.83e-04,Soluble,-2.84,5.82e-01,1.46e-03,Soluble,-5.96,4.36e-04,1.09e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.66,0,0,0,0,0,0.55,0,0,1,3.53
CHEMBL3911774,CN1CCCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C22H28N4O2,380.48,28,12,0.50,4,4,1,117.48,69.30,2.85,2.22,1.26,2.68,3.94,2.59,-3.65,8.50e-02,2.23e-04,Soluble,-3.31,1.86e-01,4.90e-04,Soluble,-5.92,4.52e-04,1.19e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.04,0,0,0,0,0,0.55,0,0,1,3.43
CHEMBL3958202,O=C1CN(CCN1C)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C21H23FN4O3,398.43,29,12,0.43,4,5,1,112.83,86.37,2.74,1.45,0.95,2.37,3.81,2.26,-3.27,2.16e-01,5.42e-04,Soluble,-2.87,5.38e-01,1.35e-03,Soluble,-5.80,6.31e-04,1.58e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.70,0,0,0,0,0,0.55,0,0,1,3.34
CHEMBL2058914,CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C20H24FN5O2,385.44,28,12,0.45,4,5,2,115.10,81.33,2.84,1.16,0.33,2.08,3.17,1.92,-3.01,3.74e-01,9.69e-04,Soluble,-2.46,1.33e+00,3.44e-03,Soluble,-5.70,7.78e-04,2.02e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.83,0,0,0,0,0,0.55,0,0,1,3.40
CHEMBL3911036,O=C1CN(CCN1C)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C20H22FN5O3,399.42,29,12,0.40,4,5,2,115.30,98.40,2.52,0.65,-0.14,1.63,2.86,1.50,-2.77,6.81e-01,1.71e-03,Soluble,-2.29,2.04e+00,5.10e-03,Soluble,-5.57,1.07e-03,2.68e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.27,0,0,0,0,0,0.55,0,0,1,3.35
CHEMBL3935862,CN1CCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C21H26N4O2,366.46,27,12,0.48,4,4,1,112.67,69.30,3.08,1.86,0.87,2.46,3.71,2.39,-3.35,1.64e-01,4.48e-04,Soluble,-2.94,4.24e-01,1.16e-03,Soluble,-5.66,8.07e-04,2.20e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.21,0,0,0,0,0,0.55,0,0,1,3.32
CHEMBL3972076,O=C1CCCCCN1c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C21H24FN3O2,369.43,27,12,0.48,3,4,1,106.16,66.06,2.64,2.83,3.33,3.65,5.14,3.52,-4.04,3.34e-02,9.03e-05,Moderately soluble,-3.88,4.92e-02,1.33e-04,Soluble,-6.71,7.22e-05,1.95e-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,No,-6.54,0,0,0,0,0,0.55,0,0,1,3.25
CHEMBL3968312,O=C1CCCCN1c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C20H22FN3O2,355.41,26,12,0.45,3,4,1,101.35,66.06,3.17,2.47,2.93,3.43,4.91,3.38,-3.74,6.42e-02,1.81e-04,Soluble,-3.50,1.12e-01,3.15e-04,Soluble,-6.44,1.29e-04,3.63e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-6.71,0,0,0,0,0,0.55,0,0,1,3.12
CHEMBL2058929,O=C1CCCN1c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C19H20FN3O2,341.38,25,12,0.42,3,4,1,96.54,66.06,2.46,2.12,2.54,3.20,4.68,3.00,-3.45,1.21e-01,3.55e-04,Soluble,-3.14,2.48e-01,7.27e-04,Soluble,-6.17,2.31e-04,6.76e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-6.88,0,0,0,0,0,0.55,0,0,0,3.03
CHEMBL3961814,COc1cc(ccc1C)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O3,403.47,30,18,0.29,6,4,2,117.41,84.08,3.39,3.76,3.62,3.42,5.53,3.94,-4.76,7.04e-03,1.74e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.54,1.16e-06,2.87e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.39
CHEMBL3967030,COc1cc(CCNC(=O)c2cccc(c2)Cc2n[nH]c(=O)c3c2CCCC3)cc(c1)OC,C26H29N3O4,447.53,33,18,0.35,9,5,2,127.02,93.31,3.62,3.77,3.23,3.03,5.87,3.90,-4.80,7.10e-03,1.59e-05,Moderately soluble,-5.42,1.69e-03,3.78e-06,Moderately soluble,-9.05,3.98e-07,8.89e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,0,3,3.66
CHEMBL3947204,COc1ccc(cc1)C(=O)C1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C28H29FN4O4,504.55,37,18,0.36,7,6,2,144.50,104.39,3.12,3.16,3.07,2.93,5.31,3.52,-4.86,7.01e-03,1.39e-05,Moderately soluble,-5.02,4.79e-03,9.49e-06,Moderately soluble,-8.49,1.61e-06,3.20e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.13,1,2,0,0,0,0.55,0,0,1,3.90
CHEMBL3940575,COc1ccc(cc1)C(=O)CCC(=O)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C26H26FN3O4,463.50,34,18,0.31,9,6,2,127.03,101.15,3.68,3.09,4.22,3.06,6.17,4.04,-4.46,1.61e-02,3.48e-05,Moderately soluble,-4.88,6.08e-03,1.31e-05,Moderately soluble,-9.13,3.40e-07,7.33e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.93,0,0,0,0,0,0.55,0,0,2,3.57
CHEMBL3916058,COc1ccc(cc1)C(=O)CCC(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C26H27N3O4,445.51,33,18,0.31,9,5,2,127.07,101.15,3.39,2.99,3.66,2.69,5.74,3.69,-4.30,2.26e-02,5.06e-05,Moderately soluble,-4.78,7.43e-03,1.67e-05,Moderately soluble,-8.87,5.97e-07,1.34e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.89,0,0,0,0,0,0.55,0,0,2,3.52
CHEMBL3953086,COc1ccc(cc1F)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C23H22FN3O3,407.44,30,18,0.26,6,5,2,112.41,84.08,3.14,3.50,3.87,3.58,5.42,3.90,-4.62,9.79e-03,2.40e-05,Moderately soluble,-4.95,4.58e-03,1.13e-05,Moderately soluble,-8.43,1.51e-06,3.72e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.30,0,0,0,0,0,0.55,0,0,1,3.25
CHEMBL3931956,COc1ccc(cc1NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)C,C24H25N3O3,403.47,30,18,0.29,6,4,2,117.41,84.08,3.37,3.76,3.62,3.42,5.53,3.94,-4.76,7.04e-03,1.74e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.54,1.16e-06,2.87e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.37
CHEMBL3926309,COc1ccc(cc1)CCC(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,121.84,84.08,3.40,3.63,3.63,3.36,5.79,3.96,-4.62,1.01e-02,2.42e-05,Moderately soluble,-5.08,3.44e-03,8.25e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.27,0,0,0,0,0,0.55,0,0,3,3.45
CHEMBL3919399,COc1cc(CCN(C(=O)c2cccc(c2)Cc2n[nH]c(=O)c3c2CCCC3)C)ccc1OC,C27H31N3O4,461.55,34,18,0.37,9,5,1,131.92,84.52,3.20,3.95,3.57,3.23,5.83,3.96,-4.99,4.75e-03,1.03e-05,Moderately soluble,-5.43,1.73e-03,3.76e-06,Moderately soluble,-8.71,9.04e-07,1.96e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.31,0,1,0,0,0,0.55,0,0,3,3.76
CHEMBL3932782,COc1ccc(cc1)CCNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,120.52,84.08,3.53,3.80,3.22,3.36,5.79,3.94,-4.72,7.88e-03,1.89e-05,Moderately soluble,-5.26,2.29e-03,5.49e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.15,0,0,0,0,0,0.55,0,0,3,3.45
CHEMBL3895743,COc1cc(CCNC(=O)c2cccc(c2)Cc2n[nH]c(=O)c3c2CCCC3)ccc1OC,C26H29N3O4,447.53,33,18,0.35,9,5,2,127.02,93.31,3.65,3.77,3.23,3.03,5.87,3.91,-4.80,7.10e-03,1.59e-05,Moderately soluble,-5.42,1.69e-03,3.78e-06,Moderately soluble,-9.05,3.98e-07,8.89e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,0,3,3.65
CHEMBL3978197,COc1ccc(cc1)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C27H29FN4O3,476.54,35,18,0.37,6,5,1,139.36,78.53,3.70,3.72,3.01,3.60,5.21,3.85,-5.12,3.59e-03,7.54e-06,Moderately soluble,-5.06,4.15e-03,8.70e-06,Moderately soluble,-8.09,3.86e-06,8.09e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.57,0,1,0,0,0,0.55,1,0,2,3.72
CHEMBL3933012,COc1ccc(cc1CCC(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)OC,C26H29N3O4,447.53,33,18,0.35,9,5,2,128.33,93.31,3.71,3.60,3.64,3.03,5.87,3.97,-4.69,9.09e-03,2.03e-05,Moderately soluble,-5.25,2.54e-03,5.67e-06,Moderately soluble,-9.05,3.98e-07,8.89e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.47,0,0,0,0,0,0.55,0,0,3,3.64
CHEMBL3972338,COc1ccc(cc1CCNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)OC,C26H29N3O4,447.53,33,18,0.35,9,5,2,127.02,93.31,3.79,3.77,3.23,3.03,5.87,3.94,-4.80,7.10e-03,1.59e-05,Moderately soluble,-5.42,1.69e-03,3.78e-06,Moderately soluble,-9.05,3.98e-07,8.89e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,0,3,3.67
CHEMBL3975392,COc1ccc(cc1)OCC(=O)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C23H23FN4O4,438.45,32,18,0.26,8,6,3,120.99,105.34,3.07,2.74,2.54,2.26,4.40,3.00,-4.17,2.94e-02,6.72e-05,Moderately soluble,-4.61,1.08e-02,2.47e-05,Moderately soluble,-8.32,2.10e-06,4.79e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.03,0,0,0,0,0,0.55,0,0,2,3.55
CHEMBL3971128,COc1cccc(c1)CCC(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,121.84,84.08,3.43,3.63,3.63,3.36,5.79,3.97,-4.62,1.01e-02,2.42e-05,Moderately soluble,-5.08,3.44e-03,8.25e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.27,0,0,0,0,0,0.55,0,0,3,3.46
CHEMBL3961392,COc1cccc(c1)CCNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,120.52,84.08,3.50,3.80,3.22,3.36,5.79,3.93,-4.72,7.88e-03,1.89e-05,Moderately soluble,-5.26,2.29e-03,5.49e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.15,0,0,0,0,0,0.55,0,0,3,3.48
CHEMBL3972922,COc1c(CCNC(=O)c2cccc(c2)Cc2n[nH]c(=O)c3c2CCCC3)cccc1OC,C26H29N3O4,447.53,33,18,0.35,9,5,2,127.02,93.31,3.34,3.77,3.23,3.03,5.87,3.85,-4.80,7.10e-03,1.59e-05,Moderately soluble,-5.42,1.69e-03,3.78e-06,Moderately soluble,-9.05,3.98e-07,8.89e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,0,3,3.67
CHEMBL3956498,COc1ccccc1CCNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C25H27N3O3,417.50,31,18,0.32,8,4,2,120.52,84.08,3.24,3.80,3.22,3.36,5.79,3.88,-4.72,7.88e-03,1.89e-05,Moderately soluble,-5.26,2.29e-03,5.49e-06,Moderately soluble,-8.95,4.67e-07,1.12e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.15,0,0,0,0,0,0.55,0,0,3,3.47
CHEMBL3956979,Fc1ccc(cc1c1cccc(c1)S(=O)(=O)C)Cc1n[nH]c(=O)c2c1CCCC2,C22H21FN2O3S,412.48,29,18,0.27,4,5,1,110.23,88.27,2.72,3.56,4.95,3.98,5.57,4.16,-4.84,6.02e-03,1.46e-05,Moderately soluble,-5.10,3.28e-03,7.96e-06,Moderately soluble,-8.61,1.01e-06,2.45e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-6.29,0,0,0,0,0,0.55,0,0,2,3.52
CHEMBL2058922,Fc1ccc(cc1C(=O)N1CCN(CC1)S(=O)(=O)C)Cc1n[nH]c(=O)c2c1NCCC2,C20H24FN5O4S,449.50,31,12,0.45,5,7,2,124.06,123.85,2.32,0.41,0.74,1.18,2.00,1.33,-2.84,6.47e-01,1.44e-03,Soluble,-2.58,1.19e+00,2.65e-03,Soluble,-5.56,1.24e-03,2.75e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.75,0,0,0,0,0,0.55,0,0,1,3.55
CHEMBL3961821,Fc1ccc(cc1c1cccc(c1)NS(=O)(=O)C)CCc1n[nH]c(=O)c2c1CCCC2,C23H24FN3O3S,441.52,31,18,0.30,6,5,2,120.21,100.30,2.72,3.58,4.92,3.38,5.18,3.96,-4.87,6.00e-03,1.36e-05,Moderately soluble,-5.37,1.87e-03,4.24e-06,Moderately soluble,-9.04,4.04e-07,9.14e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.45,0,0,0,0,0,0.55,0,0,2,3.56
CHEMBL3958908,CSc1ccc(c(c1)C(=O)Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)Cl,C23H22ClN3O2S,439.96,30,18,0.26,6,3,2,122.69,100.15,3.30,4.57,4.68,4.50,6.20,4.65,-5.49,1.41e-03,3.20e-06,Moderately soluble,-6.40,1.77e-04,4.01e-07,Poorly soluble,-9.11,3.44e-07,7.82e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.74,1,0,0,0,0,0.55,0,0,2,3.36
CHEMBL3912084,CSc1cccc(c1)NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C23H23N3O2S,405.51,29,18,0.26,6,3,2,117.68,100.15,3.03,3.94,4.02,4.02,5.56,4.11,-4.90,5.11e-03,1.26e-05,Moderately soluble,-5.74,7.33e-04,1.81e-06,Moderately soluble,-8.52,1.22e-06,3.00e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.98,0,0,0,0,0,0.55,0,0,2,3.33
CHEMBL3896875,NC1CC(=O)N(C1=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C19H19FN4O3,370.38,27,12,0.37,3,6,2,99.45,109.15,1.97,0.67,1.01,2.33,3.22,1.84,-2.69,7.57e-01,2.04e-03,Soluble,-2.54,1.07e+00,2.89e-03,Soluble,-5.45,1.32e-03,3.56e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.08,0,0,0,0,0,0.55,0,1,1,3.55
CHEMBL3975402,NC1CCCCC1NC(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H26FN5O2,399.46,29,12,0.48,5,5,4,111.79,112.90,2.84,1.56,1.71,2.30,3.38,2.36,-3.28,2.12e-01,5.30e-04,Soluble,-3.54,1.15e-01,2.88e-04,Soluble,-6.41,1.55e-04,3.87e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.63,0,0,0,0,0,0.55,0,0,1,4.20
CHEMBL3942650,Fc1ccc(cc1c1cccc(c1)C(=O)N)Cc1n[nH]c(=O)c2c1CCCC2,C22H20FN3O2,377.41,28,18,0.23,4,4,2,105.23,88.84,2.72,3.19,3.56,3.64,5.43,3.71,-4.40,1.50e-02,3.97e-05,Moderately soluble,-4.73,7.07e-03,1.87e-05,Moderately soluble,-7.92,4.57e-06,1.21e-08,Poorly soluble,High,No,Yes,Yes,No,Yes,No,No,-6.34,0,0,0,0,0,0.55,0,0,1,3.27
CHEMBL3979197,Fc1ccc(cc1c1cccc(c1)C(=O)N)CCc1n[nH]c(=O)c2c1CCCC2,C23H22FN3O2,391.44,29,18,0.26,5,4,2,110.04,88.84,2.91,3.49,3.76,3.86,5.82,3.97,-4.59,9.95e-03,2.54e-05,Moderately soluble,-5.04,3.58e-03,9.15e-06,Moderately soluble,-8.31,1.92e-06,4.90e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-6.21,0,0,0,0,0,0.55,0,0,1,3.38
CHEMBL3943233,NC(=O)C1CCCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H25FN4O3,412.46,30,12,0.45,5,5,2,113.53,109.15,2.48,1.52,1.76,2.58,3.93,2.45,-3.32,1.97e-01,4.78e-04,Soluble,-3.42,1.57e-01,3.80e-04,Soluble,-5.81,6.34e-04,1.54e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.74,0,0,0,0,0,0.55,0,0,1,3.86
CHEMBL3944092,NC(=O)C1CCCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H24FN5O3,413.45,30,12,0.43,5,5,3,116.00,121.18,2.17,0.72,0.66,1.85,2.97,1.68,-2.82,6.22e-01,1.50e-03,Soluble,-2.84,5.93e-01,1.44e-03,Soluble,-5.58,1.08e-03,2.60e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.31,0,0,0,0,0,0.55,0,0,1,3.90
CHEMBL3952324,O=C(N1CCCC(C1)C(=O)N)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C22H26N4O3,394.47,29,12,0.45,5,4,2,113.58,109.15,2.34,1.42,1.20,2.21,3.51,2.13,-3.16,2.75e-01,6.97e-04,Soluble,-3.32,1.90e-01,4.82e-04,Soluble,-5.55,1.11e-03,2.82e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.70,0,0,0,0,0,0.55,0,0,1,3.79
CHEMBL3914571,NC(=O)C1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H25FN4O3,412.46,30,12,0.45,5,5,2,113.53,109.15,2.46,1.52,1.76,2.58,3.93,2.45,-3.32,1.97e-01,4.78e-04,Soluble,-3.42,1.57e-01,3.80e-04,Soluble,-5.81,6.34e-04,1.54e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.74,0,0,0,0,0,0.55,0,0,1,3.41
CHEMBL3977581,NC(=O)C1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H24FN5O3,413.45,30,12,0.43,5,5,3,116.00,121.18,2.23,0.72,0.66,1.85,2.97,1.69,-2.82,6.22e-01,1.50e-03,Soluble,-2.84,5.93e-01,1.44e-03,Soluble,-5.58,1.08e-03,2.60e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.31,0,0,0,0,0,0.55,0,0,1,3.46
CHEMBL3957216,NC(=O)C1CCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C22H26N4O3,394.47,29,12,0.45,5,4,2,113.58,109.15,2.36,1.42,1.20,2.21,3.51,2.14,-3.16,2.75e-01,6.97e-04,Soluble,-3.32,1.90e-01,4.82e-04,Soluble,-5.55,1.11e-03,2.82e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.70,0,0,0,0,0,0.55,0,0,1,3.33
CHEMBL2058912,NC1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C20H24FN5O2,385.44,28,12,0.45,4,5,3,111.00,104.11,2.49,0.96,0.89,2.08,3.04,1.89,-2.89,4.99e-01,1.30e-03,Soluble,-2.73,7.12e-01,1.85e-03,Soluble,-5.66,8.43e-04,2.19e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.97,0,0,0,0,0,0.55,0,0,1,3.39
CHEMBL3975576,CN1CCN(CC1)C(=O)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C21H26FN5O2,399.46,29,12,0.48,5,5,2,117.14,81.33,3.39,1.69,1.63,2.85,3.34,2.58,-3.36,1.75e-01,4.39e-04,Soluble,-3.01,3.88e-01,9.71e-04,Soluble,-5.96,4.36e-04,1.09e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.54,0,0,0,0,0,0.55,0,0,1,3.57
CHEMBL3962950,CNC(=O)c1ccc(s1)Cc1n[nH]c(=O)c2c1CCCC2,C15H17N3O2S,303.38,21,11,0.40,4,3,2,82.62,103.09,2.16,1.92,1.66,1.90,4.53,2.43,-3.05,2.68e-01,8.83e-04,Soluble,-3.71,5.94e-02,1.96e-04,Soluble,-5.24,1.77e-03,5.82e-06,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.79,0,0,0,0,0,0.55,0,0,0,3.07
