Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z20073177,COc1cccc(c1)Cn1nc(c(c1Cl)/C=C/C(=O)OCC(=O)N1c2ccccc2NC(=O)C1(C)C)C,C27H27ClN4O5,522.98,37,17,0.26,9,6,1,147.08,102.76,3.88,4.10,3.16,2.43,4.18,3.55,-5.41,2.03e-03,3.88e-06,Moderately soluble,-5.96,5.69e-04,1.09e-06,Moderately soluble,-7.50,1.66e-05,3.17e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.58,1,2,0,0,0,0.55,0,1,3,3.82
Z26984219,O=C(N1CCN(CC1)Cc1nc2sc3c(c2c(=O)[nH]1)CCCC3)CN1C(=O)[C@@H]2[C@H](C1=O)CC=CC2,C25H29N5O4S,495.59,35,9,0.56,5,6,1,144.15,134.92,3.59,1.45,0.16,1.47,3.45,2.03,-3.69,1.02e-01,2.06e-04,Soluble,-3.89,6.40e-02,1.29e-04,Soluble,-4.38,2.05e-02,4.14e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-8.29,0,2,0,1,0,0.55,0,2,1,4.83
Z27145198,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1ccc(cc1)c1nnc2n1CCCCC2,C23H22N6O2,414.46,31,21,0.26,5,5,2,118.71,105.56,2.24,2.26,2.90,3.10,3.52,2.81,-4.00,4.10e-02,9.89e-05,Moderately soluble,-4.11,3.19e-02,7.71e-05,Moderately soluble,-7.61,1.01e-05,2.44e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,No,-7.22,0,0,0,0,0,0.55,0,0,1,3.40
Z8342387944,Oc1ccc2c(n1)cccc2C(=O)N1C[C@H]2C[C@@H]1CN(C2)C(=O)c1ccc2n(c1)nnn2,C22H19N7O3,429.43,32,19,0.27,4,7,1,121.44,116.82,2.15,1.40,0.60,2.58,0.11,1.37,-3.56,1.18e-01,2.76e-04,Soluble,-3.46,1.50e-01,3.49e-04,Soluble,-4.25,2.41e-02,5.61e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.93,0,0,0,0,0,0.55,0,0,1,4.40
Z8342388016,O=C(/C=C/1\CCOc2c1cccc2)N[C@H]1[C@@H](Cc2c1cccc2)NC(=O)c1cnnn1C,C24H23N5O3,429.47,32,17,0.25,6,5,2,117.84,98.14,3.20,1.96,1.87,1.93,2.29,2.25,-3.73,7.91e-02,1.84e-04,Soluble,-3.65,9.70e-02,2.26e-04,Soluble,-6.32,2.04e-04,4.74e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.53,0,0,0,0,0,0.55,0,1,1,4.28
Z8342388139,O=C(c1[nH]c2c(c1)c(C)ccc2)N1CCC[C@@]2([C@H](C1)C2)NC(=O)c1cnn2c1cccc2,C25H25N5O2,427.50,32,18,0.32,5,3,2,126.19,82.50,2.89,3.08,3.17,2.88,3.06,3.02,-4.52,1.30e-02,3.04e-05,Moderately soluble,-4.48,1.42e-02,3.31e-05,Moderately soluble,-6.76,7.50e-05,1.75e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.72,0,0,0,0,0,0.55,0,0,1,3.68
Z8342395720,O=C(c1n[nH]c2c1cccc2)N1CCCCC2(C1)CN(C2)C(=O)c1cccn2c1nnn2,C22H22N8O2,430.46,32,18,0.36,4,6,1,123.13,112.38,2.72,1.62,1.01,2.76,0.96,1.81,-3.68,8.96e-02,2.08e-04,Soluble,-3.59,1.10e-01,2.56e-04,Soluble,-5.04,3.90e-03,9.06e-06,Moderately soluble,High,No,Yes,No,Yes,No,No,No,-7.78,0,0,0,0,0,0.55,0,0,1,3.52
Z8342395750,O=C(c1cccc2c1[nH]nn2)N[C@@H]1C[C@H]2C[C@@H]1CN(C2)C(=O)c1n(C)nc2c1cccc2,C23H23N7O2,429.47,32,18,0.35,5,5,2,122.58,108.80,2.33,2.35,1.74,2.52,1.57,2.10,-4.07,3.66e-02,8.52e-05,Moderately soluble,-4.27,2.28e-02,5.31e-05,Moderately soluble,-5.56,1.19e-03,2.76e-06,Moderately soluble,High,No,No,No,No,No,Yes,No,-7.25,0,0,0,0,0,0.55,0,0,1,4.69
Z8342511046,O=C(N1CCC[C@H]2[C@@H]1CCN(C2)C(=O)c1c[nH]c(=O)c2c1cccc2)c1ccccn1,C24H24N4O3,416.47,31,16,0.33,4,4,1,125.32,86.37,2.62,1.87,1.93,2.17,2.90,2.30,-3.72,7.97e-02,1.91e-04,Soluble,-3.31,2.06e-01,4.95e-04,Soluble,-5.99,4.29e-04,1.03e-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.51,0,0,0,0,0,0.55,0,0,1,3.58
Z8342511400,O=C(N1C[C@@H]2[C@](C1)(C2)NC(=O)c1c[nH]c(=O)c2c1cccc2)c1ccc2c(n1)CCC2,C24H22N4O3,414.46,31,16,0.33,5,4,2,119.55,95.16,2.58,1.48,1.68,2.17,3.82,2.35,-3.39,1.67e-01,4.04e-04,Soluble,-3.09,3.41e-01,8.22e-04,Soluble,-6.92,5.03e-05,1.21e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.78,0,0,0,0,0,0.55,0,0,1,3.82
Z8346604296,O=C(N1C[C@@H]2C[C@H]1CN2C(=O)c1c(C)c(C)nc2c1cccc2)c1ccc2c(n1)nn[nH]2,C23H21N7O2,427.46,32,19,0.30,4,6,1,125.45,107.97,1.67,2.38,1.50,2.08,2.49,2.02,-4.17,2.92e-02,6.84e-05,Moderately soluble,-4.29,2.20e-02,5.15e-05,Moderately soluble,-6.15,3.04e-04,7.11e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.22,0,0,0,0,0,0.55,0,0,1,4.50
Z8346604629,Fc1cc2[nH]nnc2c(c1)C(=O)N1C[C@@H]2[C@H](C1)[C@@H]2CNC(=O)c1cc(C)c2c(c1)nn[nH]2,C21H19FN8O2,434.43,32,18,0.33,6,7,3,115.59,132.55,1.39,1.49,1.46,2.78,2.41,1.91,-3.49,1.40e-01,3.22e-04,Soluble,-3.88,5.71e-02,1.32e-04,Soluble,-6.13,3.19e-04,7.35e-07,Poorly soluble,High,No,No,No,No,No,No,No,-7.89,0,0,0,1,0,0.55,0,0,1,3.83
Z8346604777,O=C([C@H]1OC(=O)c2c1cccc2)N1CC[C@@H]1CNC(=O)c1n[nH]c(=O)c2c1cccc2,C22H18N4O5,418.40,31,16,0.23,6,6,2,113.14,121.46,2.17,1.45,0.46,1.74,2.40,1.64,-3.33,1.94e-01,4.64e-04,Soluble,-3.61,1.04e-01,2.47e-04,Soluble,-5.90,5.29e-04,1.26e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.82,0,0,0,0,0,0.55,0,0,1,3.69
Z8346604784,O=C(N1CCC[C@H]1CNC(=O)c1n[nH]c(=O)c2c1cccc2)Cc1n[nH]c2c1cccc2,C23H22N6O3,430.46,32,19,0.26,7,5,3,123.24,123.84,1.67,1.72,1.38,1.88,3.22,1.97,-3.57,1.16e-01,2.69e-04,Soluble,-3.94,4.98e-02,1.16e-04,Soluble,-7.13,3.16e-05,7.35e-08,Poorly soluble,High,No,Yes,No,Yes,No,No,Yes,-7.70,0,0,0,0,0,0.55,0,0,1,3.47
Z8346604907,Cc1cc(C(=O)N[C@H]2C[C@@H](N(C2)C(=O)c2ccc3c(n2)nn[nH]3)C)c2c(n1)c(C)ccc2,C23H23N7O2,429.47,32,19,0.30,5,6,2,123.55,116.76,2.26,2.79,2.17,2.08,2.88,2.44,-4.37,1.83e-02,4.27e-05,Moderately soluble,-4.90,5.43e-03,1.26e-05,Moderately soluble,-6.98,4.53e-05,1.05e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.94,0,0,0,0,0,0.55,0,0,1,3.84
Z8346604922,C[C@H]1C[C@@H](CN1C(=O)c1cnc2c(c1)nn[nH]2)NC(=O)c1c(C)c(C)nc2c1cccc2,C23H23N7O2,429.47,32,19,0.30,5,6,2,123.55,116.76,1.92,2.46,2.17,2.08,2.88,2.30,-4.16,2.96e-02,6.89e-05,Moderately soluble,-4.56,1.19e-02,2.78e-05,Moderately soluble,-6.98,4.53e-05,1.05e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.17,0,0,0,0,0,0.55,0,0,1,3.73
Z8381089735,O=C(c1cc2ccccc2c(=O)[nH]1)N1CC(C1)Cc1nnn(c1)c1ccc2c(c1)cccc2,C26H21N5O2,435.48,33,25,0.15,5,4,1,130.79,83.88,3.52,3.70,3.20,3.53,3.94,3.58,-5.10,3.45e-03,7.91e-06,Moderately soluble,-5.15,3.07e-03,7.04e-06,Moderately soluble,-8.14,3.18e-06,7.31e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,No,-6.33,0,1,0,0,0,0.55,0,0,2,3.24
Z8381568194,O=C(c1c[nH]c(=O)c2c1cccc2)NC(c1nnn(c1)c1cccc2c1cccn2)(C)C,C24H20N6O2,424.45,32,25,0.12,5,5,2,121.77,105.56,3.03,2.14,3.21,2.60,3.41,2.88,-4.07,3.63e-02,8.55e-05,Moderately soluble,-3.99,4.36e-02,1.03e-04,Soluble,-8.31,2.08e-06,4.91e-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,No,-7.37,0,0,0,0,0,0.55,0,0,1,3.29
Z8381568457,O=C(N1C[C@H]2[C@@](C1)(C2)NC(=O)c1cccc2c1cncc2)c1ncc2c(c1)cn[nH]2,C22H18N6O2,398.42,30,19,0.23,5,5,2,113.75,103.87,1.55,1.48,1.77,0.89,2.52,1.64,-3.38,1.66e-01,4.16e-04,Soluble,-3.27,2.15e-01,5.39e-04,Soluble,-6.71,7.82e-05,1.96e-07,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.68,0,0,0,0,0,0.55,0,0,1,3.35
Z1363030219,O=c1[nH]c2c3c1cccc3c(cc2)S(=O)(=O)Nc1ccc2c(c1)nc1n2CCCCC1,C23H20N4O3S,432.49,31,21,0.22,3,4,2,122.20,105.23,2.45,3.20,4.89,2.66,3.34,3.31,-4.84,6.24e-03,1.44e-05,Moderately soluble,-5.08,3.58e-03,8.29e-06,Moderately soluble,-7.91,5.38e-06,1.24e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.67,0,0,0,0,0,0.55,0,0,1,3.36
Z1929424157,O=C1NC(=O)[C@]2(N1)CCCN(C2)C(=O)[C@@H]1OCCN(C1)Cc1nc2ccccc2c(=O)[nH]1,C21H24N6O5,440.45,32,10,0.48,4,7,3,127.84,136.73,2.05,-0.98,-2.35,-0.47,0.69,-0.21,-1.92,5.29e+00,1.20e-02,Very soluble,-1.41,1.73e+01,3.93e-02,Very soluble,-4.57,1.17e-02,2.67e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.68,1,1,0,1,0,0.55,0,1,1,4.41
Z4358474925,O=C(c1ccc(o1)c1cccc2c1cccc2)NCc1n[nH]c(=O)c2c1cccc2,C24H17N3O3,395.41,30,25,0.04,5,4,2,115.05,87.99,3.00,4.33,4.11,2.84,5.00,3.86,-5.31,1.95e-03,4.94e-06,Moderately soluble,-5.89,5.07e-04,1.28e-06,Moderately soluble,-9.49,1.28e-07,3.24e-10,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,No,-5.64,0,0,0,0,0,0.55,0,0,2,3.21
Z4999419473,Clc1ccc2c(c1)[C@@](CCO2)(CC(=O)N1CCCC[C@H]1c1nnc[nH]1)C(=O)Nc1cncc2c1cccc2,C28H27ClN6O3,531.01,38,21,0.32,7,6,2,147.59,113.10,2.66,2.85,3.91,2.32,4.36,3.22,-4.87,7.09e-03,1.33e-05,Moderately soluble,-4.88,6.94e-03,1.31e-05,Moderately soluble,-9.01,5.21e-07,9.82e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.52,1,2,0,0,0,0.55,0,0,1,4.50
Z5129791152,O=C(NC1(CCCCCC1)c1noc(n1)Cn1nnc(c1)Cn1ccnc1c1ccccc1)CCSCc1nc2ccccc2c(=O)[nH]1,C34H36N10O3S,664.78,48,31,0.35,13,9,2,182.40,187.60,3.42,3.29,4.59,2.73,4.68,3.74,-5.65,1.47e-03,2.22e-06,Moderately soluble,-6.90,8.28e-05,1.24e-07,Poorly soluble,-11.10,5.24e-09,7.89e-12,Insoluble,Low,No,Yes,Yes,Yes,Yes,No,Yes,-8.02,2,3,2,1,2,0.17,0,0,2,5.12
Z5129792698,Brc1ccc(c(c1)F)[C@H](n1nnc(c1)[C@@H]1COCCN1C(=O)Cc1c(C)[nH]c2c1cc(Br)cc2)C,C25H24Br2FN5O2,605.30,35,20,0.32,6,5,1,142.23,76.04,4.22,4.28,5.20,3.76,5.61,4.61,-6.32,2.92e-04,4.83e-07,Poorly soluble,-5.59,1.56e-03,2.57e-06,Moderately soluble,-8.76,1.04e-06,1.72e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.95,1,2,0,0,1,0.55,1,0,2,4.43
Z4921678715,O=C(c1cn[nH]c1C)NC[C@H](c1ccc2c(c1)cccc2)NC(=O)c1cncc2c1cccc2,C27H23N5O2,449.50,34,25,0.11,8,4,3,131.17,99.77,2.60,3.82,4.00,2.24,4.76,3.48,-5.05,4.01e-03,8.92e-06,Moderately soluble,-5.61,1.10e-03,2.45e-06,Moderately soluble,-9.96,4.87e-08,1.08e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.33,0,1,0,0,0,0.55,0,0,3,3.23
Z4924289032,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cc(C)ccc1C)CCn1c(=O)[nH]c(=O)c2c1cccc2,C25H24N4O5S,492.55,35,22,0.16,8,5,3,135.78,138.51,2.72,2.69,3.84,2.63,3.22,3.02,-4.53,1.47e-02,2.98e-05,Moderately soluble,-5.25,2.76e-03,5.61e-06,Moderately soluble,-8.74,8.90e-07,1.81e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.39,0,2,0,1,0,0.55,0,0,2,3.38
Z4924289050,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cccc(c1C)F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C24H21FN4O5S,496.51,35,22,0.12,8,6,3,130.77,138.51,2.54,2.42,4.09,2.53,3.11,2.94,-4.38,2.07e-02,4.17e-05,Moderately soluble,-4.97,5.31e-03,1.07e-05,Moderately soluble,-8.63,1.16e-06,2.34e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.61,0,2,0,1,0,0.55,0,0,2,3.27
Z4924289072,O=C(Nc1ccc(cc1)NS(=O)(=O)c1ccccc1Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H19ClN4O5S,498.94,34,22,0.09,8,5,3,130.86,138.51,2.49,2.58,3.87,2.69,2.80,2.89,-4.51,1.54e-02,3.09e-05,Moderately soluble,-5.14,3.64e-03,7.29e-06,Moderately soluble,-8.58,1.32e-06,2.65e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.51,0,2,0,1,0,0.55,0,0,2,3.16
Z4924289109,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cc(C)ccc1Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C24H21ClN4O5S,512.97,35,22,0.12,8,5,3,135.82,138.51,2.69,2.95,4.18,2.63,3.33,3.16,-4.82,7.84e-03,1.53e-05,Moderately soluble,-5.52,1.55e-03,3.01e-06,Moderately soluble,-8.95,5.78e-07,1.13e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.33,1,2,0,1,0,0.55,0,0,2,3.28
Z4924290362,O=C(Nc1ccc(cc1)NS(=O)(=O)c1c(C)cccc1F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C24H21FN4O5S,496.51,35,22,0.12,8,6,3,130.77,138.51,2.36,2.42,4.09,2.53,3.11,2.90,-4.38,2.07e-02,4.17e-05,Moderately soluble,-4.97,5.31e-03,1.07e-05,Moderately soluble,-8.63,1.16e-06,2.34e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.61,0,2,0,1,0,0.55,0,0,2,3.30
Z4924290373,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cccc(c1F)F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18F2N4O5S,500.47,35,22,0.09,8,7,3,125.76,138.51,2.36,2.16,4.34,2.96,3.01,2.97,-4.24,2.87e-02,5.74e-05,Moderately soluble,-4.70,9.95e-03,1.99e-05,Moderately soluble,-8.52,1.52e-06,3.03e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.82,1,1,0,1,0,0.55,0,0,2,3.23
Z4924290682,O=C(Nc1ccc(cc1)NS(=O)(=O)c1c(F)cccc1Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18ClFN4O5S,516.93,35,22,0.09,8,6,3,130.81,138.51,1.69,2.69,4.43,3.07,3.23,3.02,-4.68,1.09e-02,2.10e-05,Moderately soluble,-5.25,2.90e-03,5.61e-06,Moderately soluble,-8.84,7.54e-07,1.46e-09,Poorly soluble,Low,No,No,No,Yes,No,No,Yes,-7.54,1,2,0,1,0,0.55,0,0,2,3.25
Z4924290696,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cc(F)ccc1Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18ClFN4O5S,516.93,35,22,0.09,8,6,3,130.81,138.51,2.08,2.69,4.43,3.07,3.23,3.10,-4.68,1.09e-02,2.10e-05,Moderately soluble,-5.25,2.90e-03,5.61e-06,Moderately soluble,-8.84,7.54e-07,1.46e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.54,1,2,0,1,0,0.55,0,0,2,3.19
Z4924290998,O=C(Nc1ccc(cc1)NS(=O)(=O)c1c(F)cccc1F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18F2N4O5S,500.47,35,22,0.09,8,7,3,125.76,138.51,2.15,2.16,4.34,2.96,3.01,2.92,-4.24,2.87e-02,5.74e-05,Moderately soluble,-4.70,9.95e-03,1.99e-05,Moderately soluble,-8.52,1.52e-06,3.03e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.82,1,1,0,1,0,0.55,0,0,2,3.21
Z4924291923,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cc(F)ccc1F)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18F2N4O5S,500.47,35,22,0.09,8,7,3,125.76,138.51,2.26,2.16,4.34,2.96,3.01,2.95,-4.24,2.87e-02,5.74e-05,Moderately soluble,-4.70,9.95e-03,1.99e-05,Moderately soluble,-8.52,1.52e-06,3.03e-09,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.82,1,1,0,1,0,0.55,0,0,2,3.23
Z4924292094,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cccc(c1F)Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18ClFN4O5S,516.93,35,22,0.09,8,6,3,130.81,138.51,2.56,2.69,4.43,3.07,3.23,3.20,-4.68,1.09e-02,2.10e-05,Moderately soluble,-5.25,2.90e-03,5.61e-06,Moderately soluble,-8.84,7.54e-07,1.46e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.54,1,2,0,1,0,0.55,0,0,2,3.29
Z4924292303,O=C(Nc1ccc(cc1)NS(=O)(=O)c1cc(Cl)ccc1Cl)CCn1c(=O)[nH]c(=O)c2c1cccc2,C23H18Cl2N4O5S,533.38,35,22,0.09,8,5,3,135.87,138.51,2.48,3.21,4.53,3.17,3.45,3.37,-5.11,4.17e-03,7.83e-06,Moderately soluble,-5.79,8.63e-04,1.62e-06,Moderately soluble,-9.15,3.75e-07,7.03e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.27,1,2,0,1,0,0.55,0,0,2,3.24
Z5000077924,O=C1CC[C@H](C(=O)N1)N1Cc2c(C1=O)cccc2NCC(=O)N1C[C@@H]2C[C@H](C1)[C@H]1N(C2)C(=O)CCC1,C26H31N5O5,493.55,36,6,0.58,5,5,2,145.20,119.13,2.65,0.10,-1.15,1.05,0.76,0.68,-2.76,8.65e-01,1.75e-03,Soluble,-2.16,3.44e+00,6.97e-03,Soluble,-4.31,2.40e-02,4.86e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-9.24,0,3,0,0,0,0.55,0,1,1,4.98
Z112425414,C[C@@H](C(=O)N1c2ccccc2NC(=O)C1(C)C)Sc1[nH]c(=O)c2c(n1)n(nc2)c1ccccc1,C24H22N6O3S,474.53,34,21,0.21,5,5,2,137.66,138.28,2.67,3.00,2.40,2.46,2.77,2.66,-4.80,7.54e-03,1.59e-05,Moderately soluble,-5.57,1.28e-03,2.70e-06,Moderately soluble,-7.22,2.87e-05,6.05e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.06,0,1,0,1,0,0.55,0,0,1,3.93
Z131403288,O=C1CCSc2c(N1)cc(cc2)C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C22H22N4O3S,422.50,30,15,0.32,3,3,2,124.32,112.50,2.71,1.85,2.29,2.73,2.84,2.48,-3.80,6.74e-02,1.60e-04,Soluble,-3.83,6.20e-02,1.47e-04,Soluble,-5.74,7.78e-04,1.84e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-7.56,0,0,0,0,0,0.55,0,0,1,3.32
Z131403652,O=C(c1cccc(c1)S(=O)(=O)Nc1ccccc1F)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C25H23FN4O4S,494.54,35,21,0.20,6,5,2,134.53,112.65,2.79,3.08,4.68,3.07,2.61,3.25,-4.89,6.30e-03,1.27e-05,Moderately soluble,-5.11,3.81e-03,7.71e-06,Moderately soluble,-7.55,1.38e-05,2.80e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-7.13,0,2,0,0,0,0.55,0,0,1,3.25
Z131399598,Cc1cccc(c1)NS(=O)(=O)c1cccc(c1)C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C26H26N4O4S,490.57,35,21,0.23,6,4,2,139.54,112.65,2.56,3.34,4.43,2.90,2.72,3.19,-5.03,4.54e-03,9.25e-06,Moderately soluble,-5.38,2.03e-03,4.14e-06,Moderately soluble,-7.67,1.06e-05,2.16e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.92,0,2,0,0,0,0.55,0,0,1,3.30
Z133244168,O=C(C1CCN(CC1)CN1C(=O)N[C@](C1=O)(C)c1cc2c(o1)cccc2)Nc1ccc2c(c1)OCO2,C26H26N4O6,490.51,36,15,0.35,6,7,2,141.12,113.35,3.49,2.74,1.80,1.37,2.18,2.32,-4.52,1.48e-02,3.02e-05,Moderately soluble,-4.77,8.24e-03,1.68e-05,Moderately soluble,-6.66,1.07e-04,2.19e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.35,0,2,0,0,0,0.55,0,1,1,4.57
Z145981616,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,C26H26N4O4S,490.57,35,21,0.23,6,4,2,139.54,112.65,2.96,3.61,4.43,2.90,2.72,3.32,-5.20,3.07e-03,6.25e-06,Moderately soluble,-5.66,1.07e-03,2.17e-06,Moderately soluble,-7.67,1.06e-05,2.16e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.73,0,2,0,0,0,0.55,0,0,2,3.32
Z275023570,Fc1ccc2c(c1)c(no2)C1CCN(CC1)C(=O)CSc1ncnc2c1c1CCCCc1s2,C24H23FN4O2S2,482.59,33,18,0.42,5,6,0,132.32,125.66,3.35,5.31,5.39,3.65,6.13,4.77,-6.25,2.71e-04,5.61e-07,Poorly soluble,-7.70,9.62e-06,1.99e-08,Poorly soluble,-7.82,7.32e-06,1.52e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-5.47,0,2,0,0,1,0.55,0,0,2,3.98
Z68777675,O=C(c1ccc(c(c1)S(=O)(=O)NCc1cccnc1)Cl)N(Cc1nc2ccccc2c(=O)[nH]1)C,C23H20ClN5O4S,497.95,34,22,0.13,8,7,2,127.94,133.50,2.05,1.90,3.50,1.68,3.08,2.44,-4.08,4.19e-02,8.41e-05,Moderately soluble,-4.33,2.35e-02,4.72e-05,Moderately soluble,-8.80,7.97e-07,1.60e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.99,0,1,0,1,0,0.55,0,0,2,3.23
Z115131882,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1c(oc2c1cccc2)C(=O)N1CCOCC1,C23H20N4O5,432.43,32,19,0.22,6,6,2,121.33,117.53,2.23,2.40,1.75,1.34,3.27,2.20,-4.08,3.63e-02,8.39e-05,Moderately soluble,-4.51,1.34e-02,3.09e-05,Moderately soluble,-7.07,3.65e-05,8.43e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.23,0,0,0,0,0,0.55,0,0,1,3.48
Z126936862,O=C(N1CCC(CC1)n1c(=O)[nH]c2c1cccc2)CCc1nc2ccccc2c(=O)[nH]1,C23H23N5O3,417.46,31,19,0.30,5,4,2,122.78,103.85,2.36,1.13,1.98,2.52,3.40,2.28,-3.26,2.27e-01,5.45e-04,Soluble,-2.90,5.20e-01,1.25e-03,Soluble,-6.51,1.30e-04,3.12e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-8.04,0,0,0,0,0,0.55,0,0,1,3.10
Z126939204,O=C(N1CCC(CC1)n1c(=O)[nH]c2c1cccc2)Cc1n[nH]c(=O)c2c1cccc2,C22H21N5O3,403.43,30,19,0.27,4,4,2,117.97,103.85,2.10,1.72,1.59,2.44,3.01,2.17,-3.63,9.47e-02,2.35e-04,Soluble,-3.52,1.23e-01,3.04e-04,Soluble,-6.11,3.10e-04,7.69e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.54,0,0,0,0,0,0.55,0,0,1,2.94
Z147567794,O=C(c1n[nH]c(=O)c2c1cccc2)OCc1cccc(c1)COC(=O)c1n[nH]c(=O)c2c1cccc2,C26H18N4O6,482.44,36,26,0.08,8,8,2,129.82,144.10,2.62,3.02,2.57,3.33,4.82,3.27,-4.74,8.78e-03,1.82e-05,Moderately soluble,-5.71,9.38e-04,1.94e-06,Moderately soluble,-9.14,3.52e-07,7.29e-10,Poorly soluble,Low,No,No,No,Yes,No,No,No,-7.10,0,1,1,1,0,0.55,0,1,2,3.22
